exper_name,row_name,col,plot_num,variety_name,20210408,20210412,20210420,20210429,20210506,20210514,20210520,20210524,20210602,20210609,20210614,20210623,20210629,20210708,20210712,20210720
maturity_trial,row-1,1,B,B,0.085738536,0.519386883,1.286098967,4.650546822,5.882511816,14.94510867,22.3624552,25.63828276,38.35260474,54.22633346,55.16728822,63.05233373,66.86726393,78.4164973,77.12807018,70.71556163
maturity_trial,row-1,2,B,B,0.088754465,0.555881934,1.535312641,5.453433992,7.538149899,18.32185164,27.73727864,33.81852335,50.77764735,67.2300374,64.08313315,73.12311655,77.50315579,79.29669694,80.03655458,74.43414349
maturity_trial,row-1,3,B,B,0.119932838,0.366086658,1.172739541,4.904969948,6.425838397,17.20832037,27.06464075,33.6363475,48.96899458,62.48479299,59.16542144,68.48285354,71.92865653,77.93512159,80.73903509,74.55668803
maturity_trial,row-1,4,B,B,0.260681968,0.855734767,2.877500562,9.351675316,11.43198198,23.09930222,31.89978993,39.31431209,55.37493399,68.47902466,67.96683875,76.23563319,79.7420141,86.01151864,86.87015674,79.33684123
maturity_trial,row-1,5,422,DG 1464 GLTP,0.197458051,0.659045057,1.740440846,7.1441396,8.660814765,19.61109383,28.41406751,36.34305701,53.062113,72.97405312,65.73090832,75.43641929,79.51184912,85.36326659,84.3127193,80.28286225
maturity_trial,row-1,6,422,DG 1464 GLTP,0.203359744,0.751792115,1.781523938,7.192445474,8.410533423,19.23596604,28.91431674,35.04607354,51.41385801,68.47770712,70.33714228,78.22990399,80.42270066,86.02028472,85.0266489,81.77282757
maturity_trial,row-1,7,423,NG 4936 B3XF,0.002568295,0.084561703,0.201529465,1.864831954,1.116362818,3.260623343,6.638093712,10.19920814,21.82684002,41.57429204,37.81868373,36.26305277,39.74568996,52.36465164,45.01810155,46.02605863
maturity_trial,row-1,8,423,NG 4936 B3XF,0.041948822,0.362969132,0.767363452,4.459494324,4.187720069,10.40312903,16.55689964,20.19334908,32.74604243,47.03969342,50.81376882,59.83294204,65.7701883,76.64780293,72.3504386,71.35189661
maturity_trial,row-1,9,424,DGX 14330 GLTP,0.397240856,1.352987253,2.989516583,10.48806619,12.72657658,24.41358971,32.84543011,40.85187224,55.26944118,78.97591526,75.10915871,83.63278786,87.0502998,89.39259792,88.68385988,85.62432139
maturity_trial,row-1,10,424,DGX 14330 GLTP,0.810526497,2.463736489,4.433648223,12.65135879,16.55548053,30.05555802,41.00129958,47.79841273,64.05766254,75.81302957,76.70845896,82.6352607,85.74356998,88.81535146,88.65745614,86.69916991
