Plotrow,Plotcol,Gridrow,Gridcol,Variety,Plot_No,Join_key,20190703,20190713,20190723,20190727,20190802,20190807,20190815,20190912,20190918,20190927,20191004,20191010,20191014,20191022,20190703,20190713,20190723,20190727,20190802,20190807,20190815,20190912,20190918,20190927,20191004,20191010,20191014,20191022
row-1,1,1,1,DP1646,401,DP1646401,0.013714115,0.016380686,0.032583758,0.052326974,0.072736047,0.089638114,0.100347787,0.055778712,0.029014636,0.02676429,0.014217881,-0.010045854,-0.014388966,-0.037657697,0.022316672,0.04638591,0.084060587,0.101000853,0.176969424,0.151260495,0.160125792,0.106069855,0.07763996,0.094011568,0.06961932,0.075204916,0.027844584,0.065682612
row-1,1,2,1,DP1646,401,DP1646401,0.02552926,0.093560643,0.156382963,0.17482762,0.224167705,0.272857487,0.239359707,0.133842826,0.090989843,0.069480702,0.084107026,0.077936843,-0.017924529,-0.052309804,0.055757891,0.147218302,0.222601563,0.211364359,0.275528908,0.27201882,0.192375943,0.131961763,0.113791019,0.155839875,0.110981286,0.128724709,0.041345123,0.079120852
row-1,1,3,1,DP1646,401,DP1646401,0.022385871,0.091852665,0.145491138,0.164508298,0.183981001,0.220470801,0.17340523,0.106515482,0.072414473,0.059250008,0.095596254,0.080076456,-0.006783145,-0.056741979,0.050702535,0.147944361,0.1955145,0.20373255,0.232326597,0.27262792,0.173040405,0.15485017,0.105561368,0.157478228,0.127779782,0.162258625,0.036579292,0.094203867
row-1,1,4,1,DP1646,401,DP1646401,0.028423453,0.112596571,0.159477621,0.178098917,0.198724166,0.217950657,0.179639786,0.117360443,0.079711795,0.039768897,0.107044347,0.097286016,-0.007406723,-0.058636237,0.06127819,0.183936372,0.219690308,0.21047236,0.23494184,0.254526377,0.215852842,0.163115442,0.117136911,0.142692342,0.154098272,0.199403852,0.044703785,0.092799447
row-1,1,5,1,DP1646,401,DP1646401,0.028222617,0.111213744,0.16302076,0.165878937,0.187369958,0.196356311,0.18169558,0.135221139,0.068405531,0.040915288,0.127426252,0.098655224,-0.009940171,-0.064552583,0.061506141,0.16255638,0.209610626,0.185593918,0.219585165,0.218741998,0.231630594,0.156958565,0.110249035,0.125292271,0.157013699,0.166441187,0.046488386,0.115234517
row-1,1,6,1,DP1646,401,DP1646401,0.030768298,0.110887863,0.170858786,0.152814403,0.20851323,0.206444919,0.183789194,0.115720138,0.05973611,0.04836338,0.11003451,0.097668834,-0.005950349,-0.054766089,0.061014093,0.161337554,0.228153452,0.178449035,0.315765679,0.264573336,0.218910545,0.158537745,0.14499779,0.139438584,0.142250046,0.147287875,0.044418123,0.101802468
row-1,1,7,1,DP1646,401,DP1646401,0.031473033,0.10786292,0.157340229,0.138528362,0.1893152,0.200302288,0.165695637,0.094848521,0.0636006,0.06147467,0.092616282,0.089388303,-0.007993457,-0.043560885,0.058332764,0.167733163,0.22865954,0.167436332,0.288860202,0.259576827,0.198670939,0.138095871,0.115131833,0.141042426,0.132570535,0.192154437,0.043071911,0.089818321
row-1,1,8,1,DP1646,401,DP1646401,0.033076208,0.119203895,0.172911122,0.15807496,0.205363005,0.207575843,0.194902599,0.115978092,0.065704599,0.062024597,0.108799189,0.08652427,-0.008499803,-0.041739225,0.070433863,0.183233917,0.237627909,0.175616562,0.272341371,0.228216529,0.236157954,0.144552648,0.109742925,0.119920939,0.125887632,0.168286368,0.039934088,0.090654701
row-1,1,9,1,DP1646,401,DP1646401,0.028003974,0.108813509,0.164829314,0.148399353,0.1805944,0.188469663,0.190948352,0.098808266,0.040897369,0.050513495,0.077634275,0.053153817,-0.019369815,-0.05021501,0.052944239,0.168263257,0.210148126,0.161296934,0.247094035,0.207699358,0.224515662,0.122409008,0.100417532,0.098471873,0.108228713,0.144136906,0.044944279,0.092129968
