Plot row,Plot col,Grid row,Grid col,Plot,20190613,20190621,20190627,20190703,20190710,20190716,20190724,20190801,20190807,20190817,20190823
row-1,1,87,1,FM 2398GLTP,0.245189323,0.295857988,0.194674013,2.395669752,8.879248463,14.77544767,36.70110019,47.38933528,65.59090909,80.64735482,76.20464416
row-1,1,88,1,FM 2398GLTP,0.015432099,0,0.018365473,0.453690012,1.81954371,5.324140573,17.74456828,27.90834313,43.36260331,63.7700489,63.00400123
row-1,1,89,1,FM 2398GLTP,0.177897069,0.141891076,0.172635445,1.448447372,5.670859212,10.70892783,31.02936648,41.20096881,59.6558626,72.914743,66.895797
row-1,1,90,1,FM 2398GLTP,0.422098076,0.351027136,0.12195122,1.851047479,9.247526607,16.86616234,36.40380502,44.1989603,58.89721074,74.27584556,70.16167871
row-1,1,91,1,FM 2398GLTP,0.290253113,0.25029761,0.334251607,2.103777389,8.566108007,15.15847936,36.54153019,45.00293772,60.6566374,74.35740514,72.19999316
row-1,1,92,1,FM 2398GLTP,0.555555556,0.312670755,0.415059688,3.407716091,11.55394651,20.09001245,38.04457953,45.94010226,59.69137397,76.50618795,72.47678019
row-1,1,93,1,FM 2398GLTP,0.568022222,0.332712677,0.347376201,3.807635435,10.66446116,19.12557781,37.82224474,44.45652174,62.99675325,76.57056872,72.05366357
row-1,1,94,1,FM 2398GLTP,0.344506518,0.270171817,0.173688101,2.004744562,7.078430761,13.30396757,33.95767316,45.0293772,59.88184401,73.62301102,70.183391
row-1,1,95,1,FM 2398GLTP,0.698324022,0.58587821,0.572801183,3.625246417,10.70191317,17.61626608,38.27254306,49.00219138,64.65650826,81.43702336,80.12802768
row-1,1,96,1,FM 2398GLTP,0.760397269,0.428692187,0.535846268,2.896855892,8.595237352,15.83836062,36.26923947,46.20891161,67.44253616,82.37560844,74.26556588
row-1,1,97,1,FM 2398GLTP,0.44072005,0.251957987,0.405264723,2.508112493,8.07715115,14.3956079,33.79770348,45.65511163,60.19805195,79.78523306,71.51602202
row-1,1,98,1,FM 2398GLTP,0.330826129,0.356237169,0.451790634,2.876554895,8.732561406,16.23096811,39.01935265,46.98296122,62.92897959,77.53977968,73.98173797
row-1,1,99,1,FM 2398GLTP,0.257603973,0.293031348,0.121212121,1.96130843,7.814987048,13.94554566,35.91691996,45.84368152,62.56979592,76.23884272,69.17784658
row-1,1,100,1,FM 2398GLTP,0.087388034,0.267136179,0.284552846,1.333155134,5.48672014,10.81426155,29.03463105,39.87074031,56.53246753,77.81177751,69.93262884
row-1,1,101,1,FM 2398GLTP,0.240740741,0.216721101,0.084481175,1.410003675,6.719515621,12.97200677,34.76021614,43.539953,64.15584416,80.49656305,74.30662426
row-1,1,102,1,FM 2398GLTP,0.689013035,0.497844697,0.672176309,3.327060089,11.42598546,19.32714099,40.22181983,45.57242439,61.8833936,77.61704456,72.92158271
row-1,1,103,1,FM 2398GLTP,0.737654321,0.519094166,0.870523416,3.839913467,11.77839851,22.18711098,41.79612743,49.0606282,63.6137655,82.39458295,77.96697626
row-1,1,104,1,FM 2398GLTP,0.424456166,0.391597353,0.624426079,2.365909396,8.270653226,15.09783268,36.13909009,42.92768444,62.25974026,77.59757922,73.44824048
row-1,1,105,1,FM 2398GLTP,0.17380509,0.036427661,0.029384757,0.705001838,3.267688274,6.323831536,23.10125696,35.94156318,51.10085227,66.61906705,63.60589583
row-1,1,106,1,FM 2398GLTP,0.271527106,0.173031389,0.326905418,1.770857697,7.175181798,12.90178429,32.34267702,40.88425382,57.77376033,74.67596867,68.53048801
row-1,1,107,1,FM 2398GLTP,0.301055245,0.157853197,0.36954915,1.391316037,5.627165195,9.997127262,28.17670278,37.3119065,50.6682593,69.39684483,62.19377163
row-1,1,108,1,FM 2398GLTP,0.232774674,0.021366869,0.139577594,0.823363355,4.559782778,9.58856012,24.76077902,35.02994887,52.27272727,71.05434151,61.51702786
row-1,1,109,1,FM 2398GLTP,0.320987654,0.173031389,0.232815965,1.2434467,4.977996941,9.1097705,23.8319196,32.57852447,46.90584416,61.52650081,56.00275198
row-1,1,110,1,FM 2398GLTP,0.425201738,0.421232563,0.364366449,2.849845409,8.713835398,14.53924479,32.83237645,40.21151586,57.93181818,73.76286721,70.04471964
row-1,1,111,1,FM 2398GLTP,0.308979121,0.324813308,0.358462676,2.302056728,6.707031616,11.5530303,26.41562535,34.86486486,50.37125517,70.52563579,62.07380049
row-1,1,112,1,FM 2398GLTP,0.489997191,0.41588246,0.687361419,4.842720796,11.48216348,19.53780842,36.04919509,43.88072855,62.14165806,82.86652303,66.1128311
row-1,1,113,1,FM 2398GLTP,0.193502075,0.440768023,1.821854913,5.523071269,15.83283917,21.36359284,40.03714961,40.72561692,61.57347624,78.92779881,67.47375261
row-1,1,114,1,FM 2398GLTP,0.083798883,0.549450549,1.529933481,6.034281132,13.80106738,18.70790641,35.32590341,35.45604915,49.14449897,67.46007318,52.14595944
row-1,2,1,1,FM 2398GLTP,0.218470085,0.522279918,1.152993348,5.907313976,12.98648606,19.24114022,31.68005885,35.00587544,43.00426136,57.59036969,46.94530444
row-1,2,2,1,FM 2398GLTP,0.246559096,0.210616282,0.819100092,4.467239133,10.52713711,15.89900731,34.78383884,37.71512053,56.59542872,78.01374782,62.13966288
row-1,2,3,1,FM 2398GLTP,0.249680097,0.73766013,2.19651056,9.104046243,16.60684748,24.54594784,40.75939339,45.42878013,56.45779221,76.25252214,59.1744066
row-1,2,4,1,FM 2398GLTP,0.028089011,0.030524099,0.513673319,3.265278529,8.677839851,16.34587762,33.33239022,41.9212691,60.71797521,79.24831572,61.21799308
row-1,2,5,1,FM 2398GLTP,0.058969584,0.160888835,0.554637282,3.48165076,8.841796448,15.8255929,35.12618832,40.16946676,58.28706095,75.66639467,65.32851737
row-1,2,6,1,FM 2398GLTP,0.245189323,0.531119319,1.414141414,6.146659497,14.68431073,25.33754668,41.1781349,45.59240321,63.38132748,78.44806949,70.28487398
row-1,2,7,1,FM 2398GLTP,0.108024691,0.498128245,1.550045914,7.410872398,16.97824662,26.59516742,44.17157085,48.76552228,66.07696281,85.60791514,69.59064327
row-1,2,8,1,FM 2398GLTP,0.415093162,0.786230344,2.464646465,9.419948918,19.58740364,31.10855757,48.1241512,53.58108108,66.73230888,86.65572313,75.70347437
row-1,2,9,1,FM 2398GLTP,0.273122284,0.758909599,2.615243343,9.527490254,21.48809338,32.95987743,46.70437915,51.97662527,66.32489796,79.68158464,63.48278103
row-1,2,10,1,FM 2398GLTP,0.240317094,0.64303828,2.33924612,8.583142896,20.2615399,29.6817645,47.96240009,49.52115159,64.98051948,78.0924045,66.36229951
row-1,2,11,1,FM 2398GLTP,0.09310987,0.24419279,1.323616895,5.50141148,13.31107019,23.02978071,45.13311497,50.19095182,63.29220779,74.27580579,63.6161554
row-1,2,12,1,FM 2398GLTP,0.263811297,0.324813308,1.337767923,6.533136174,17.7839851,28.58054837,39.3166723,46.08931947,57.34415584,71.15693718,60.24423805
row-1,2,13,1,FM 2398GLTP,0.49691358,0.366289185,1.640798226,6.408791504,16.6630255,26.13872131,41.05708127,45.48721695,60.46616736,72.31062152,66.68386653
row-1,2,14,1,FM 2398GLTP,0.232774674,0.279278732,0.890613452,3.824438769,12.94903405,23.91713748,37.76595745,41.30314098,54.79545455,66.2246702,57.10817004
row-1,2,15,1,FM 2398GLTP,0.291744258,0.317450627,0.79338843,4.323565772,13.74176836,24.96728271,41.86053022,50.03944485,64.54220779,78.08556479,71.59125885
row-1,2,16,1,FM 2398GLTP,0.302737118,0.175099626,0.70523416,3.841242102,11.40725945,21.62852309,36.64584037,42.31492362,50.43259298,63.49646045,59.43584451
row-1,2,17,1,FM 2398GLTP,0.238981999,0.103211705,0.35261708,1.744186047,6.856839674,15.13613585,33.6664707,37.09165687,45.09297521,58.52741014,55.26643599
row-1,2,18,1,FM 2398GLTP,0.349552136,0.120758363,0.288248337,3.055705787,9.191348585,17.76947876,32.62692784,35.36596056,44.20196281,59.44512444,58.90608875
row-1,2,19,1,FM 2398GLTP,0.363128492,0.351027136,0.455463728,3.227638745,10.4034761,16.62038367,23.73635033,28.20745069,42.36182851,57.84343901,45.249398
row-1,2,20,1,FM 2398GLTP,0.201738051,0.036427661,0.168962351,1.065855859,5.555382167,11.81333589,31.18492531,33.82784959,43.32792208,53.5378407,46.47583872
row-1,2,21,1,FM 2398GLTP,0.102420857,0.030524099,0.081300813,0.71502556,3.05233919,5.806122123,18.13576494,26.12830813,37.15457128,45.58667624,44.94668043
row-1,2,22,1,FM 2398GLTP,0.04034761,0.00915723,0,0.11426267,0.596111232,1.892814964,9.888524219,15.7226792,24.81921488,39.02785289,43.82545057
row-1,2,23,1,FM 2398GLTP,0.003121001,0,0.011019284,0.016901028,0.268406105,0.772447253,3.326578858,5.525851939,11.8285124,23.48361213,25.14961869
row-1,2,24,1,FM 2398GLTP,0.074487896,0,0.003673095,0.047049335,0.318342124,0.63838616,4.801380715,9.753071834,16.63868802,34.52672379,34.0686023
row-1,2,25,1,FM 2398GLTP,0.003121001,0,0,0,0.081146032,0.255354464,1.027243049,2.14159812,6.12732438,14.29841661,14.60612315
row-1,2,26,1,FM 2398GLTP,0.104938272,0.100176067,0.07390983,0.267299275,1.535532599,2.301382106,7.129923042,9.387874361,16.43181818,24.79260166,24.65084279
row-1,2,27,1,FM 2398GLTP,0,0,0.007390983,0.057131335,0.489997191,0.526668582,3.579871665,5.969320672,11.40560434,21.11043112,21.59638863
row-1,2,28,1,FM 2398GLTP,0.145061728,0.082415067,0.011086475,0.104180669,0.346431135,0.568163682,1.604232684,1.897767333,3.980501033,8.554331565,8.874525495
row-1,2,29,1,FM 2398GLTP,0.046815018,0.021249469,0.025711662,0.030246001,0.355794139,0.657537745,2.577957897,2.082843713,5.339617769,14.03850757,13.08436784
row-1,2,30,1,FM 2398GLTP,0.223463687,0.039681328,0.007346189,0.147869337,1.881963734,2.626959048,9.339633318,13.11029949,19.06818182,29.51335454,25.97867217
row-1,2,31,1,FM 2398GLTP,0.677257264,0.24588671,0.664830119,2.098299308,5.998564339,8.053241406,16.02418745,17.94886779,22.90938776,28.43397253,22.75885793
row-1,2,32,1,FM 2398GLTP,0.766604593,0.091069152,0.719926538,2.742304073,6.834992666,5.758859784,9.630755375,8.598707403,13.8538961,15.97414589,11.77158583
row-1,2,33,1,FM 2398GLTP,0.180012415,0.006037918,0.022038567,0.164672671,0.48687619,0.312809218,1.268161586,0.71479206,0.422077922,0.280428166,0.309597523
row-1,2,34,1,FM 2398GLTP,0.260707635,0.148746281,0.036730946,0.718366801,2.172216847,2.521625331,6.442080378,6.442420682,11.13961039,1.634691016,1.968858131
row-1,2,35,1,FM 2398GLTP,0.117939168,0.015094795,0.025868441,0.530985347,1.647888643,1.602349261,11.13630637,10.58166863,19.1955062,13.33743716,11.4052187
row-1,2,36,1,FM 2398GLTP,0,0,0,0.151230004,0.755282295,0.309617287,2.974783294,2.371810019,4.061208678,3.209574323,3.074450258
row-1,2,37,1,FM 2398GLTP,0.065541026,0.024419279,0.04040404,0.39319801,2.365718923,1.366146382,1.643291061,1.665687427,2.464285714,1.340583427,2.424677679
row-1,2,38,1,FM 2398GLTP,0.134203052,0.054943378,0.088691796,0.965618631,2.53737399,1.83855214,2.865023078,6.179693207,9.571926653,16.02544373,15.28035776
row-1,2,39,1,FM 2398GLTP,0.043451273,0,0.084481175,0.193791974,0.970631379,0.845861662,2.130399485,2.609203798,4.067665289,8.884128927,7.995622585
row-1,2,40,1,FM 2398GLTP,0.245189323,0.006071277,0.251293422,0.574693441,1.382603539,0.780046225,2.011656858,1.674500588,1.720686983,2.65877873,1.877500769
row-1,2,41,1,FM 2398GLTP,0.027777778,0.039463299,0.003695492,0.338020552,1.192222465,1.07887261,3.011370033,2.917156287,4.187112603,9.897320821,9.096816114
row-1,2,42,1,FM 2398GLTP,0.027932961,0.072455018,0.126412849,0.567874527,1.760244686,1.745986147,3.0471933,2.761139518,4.727272727,9.445641394,9.548237064
row-1,2,43,1,FM 2398GLTP,0.145872129,0.212494688,0.532598714,1.379932507,3.292656284,3.038718121,6.031183159,6.404674945,9.441558442,16.62246702,16.37426901
row-1,2,44,1,FM 2398GLTP,0.137324054,0.072855321,0.121212121,1.022419727,3.470553354,4.558077181,14.09574468,20.89012926,30.76898244,45.48750043,44.01354263
row-1,2,45,1,FM 2398GLTP,0.273122284,0.302188578,0.439763489,1.540312072,5.159015012,7.635098471,23.86862546,30.80694707,45.63533058,62.3140887,54.13140695
row-1,2,46,1,FM 2398GLTP,0.124840049,0.088033513,0.168962351,1.048528028,3.158453232,4.040984391,18.17281575,24.38014101,36.92858988,54.51933928,52.11558308
row-1,2,47,1,FM 2398GLTP,0.212962963,0.320503037,0.271808999,1.041103299,3.788895478,5.818889846,19.7174378,27.40599295,40.19886364,56.14035088,48.39792388
