FID,CC210326,CC210407,CC210419,CC210429,CC210505,CC210513,CC210520,CC210527
4910,0,25.74196157,85.27534065,99.38149973,98.34110654,99.19175333,98.61349378,98.5276861
4911,0.001838055,26.32952652,86.65627674,99.35572326,98.32816396,99.47038268,98.70431488,98.73664347
4912,0,29.35802862,87.41168561,99.19965943,98.06188081,99.1251911,98.72929125,98.57230167
4913,0.001838055,33.19466229,91.41383198,99.55786657,97.80643195,98.5203475,98.27404963,98.22505147
4914,0.00735222,32.93304578,90.46387972,98.93024387,97.50106428,98.50518091,98.09087344,97.9996333
4915,0.00857759,30.26847858,88.97934238,99.3818098,98.18869075,99.078478,98.45556778,98.22137536
4916,0,30.23416822,92.72865405,99.81207809,98.73860692,99.4934359,98.84079992,98.75748686
4917,0.00490148,27.72706107,88.11514485,98.82138296,97.9450222,99.34601665,98.82104877,98.95598471
4918,0.00122537,27.41459171,90.8208043,99.83762087,98.59411675,99.54803562,99.054627,99.08996455
4919,0.005514165,25.71439075,78.44328987,94.35863525,92.5858863,97.12623456,97.45874587,97.2821292
4920,0.001838055,20.71916969,71.33724484,90.1976525,87.72182692,93.58146324,95.74000098,95.48832661
4921,0.001838055,21.01203313,79.48539298,97.18968558,95.2238988,97.75170472,97.91101332,97.7612489
4922,0.000612685,19.36207235,76.42694344,94.17442073,92.19753086,96.71855663,96.95740614,96.76078719
4923,0.00122537,19.66964023,75.21757731,95.46640297,92.75132275,96.95758208,96.88791101,96.35268601
4924,0.010415646,23.18032546,80.49993888,96.97500456,94.03139765,97.38709991,97.06585139,97.04070407
4925,0.004288795,27.9672336,79.70664641,94.95347564,92.47248895,97.73471814,97.64637575,97.2251495
4926,0.000612685,21.98865307,77.50580614,95.41202944,91.89259867,97.91611056,97.18103617,97.39946217
4927,0.000612685,23.48728066,76.70150348,94.89613919,91.03856119,98.09325633,96.55543332,96.68782472
4928,0,26.86562592,83.42932065,96.76397251,94.15759793,98.37899488,97.3109254,97.04314876
4929,0.00122537,32.77864915,89.94743919,99.04275376,97.95536094,99.32417676,98.68047916,98.55038722
4930,0.00245074,35.49897069,92.27539421,99.75734355,98.78128334,99.58036855,99.21943927,99.12724606
4931,0,32.93365846,89.61069993,99.35754326,98.21490626,99.45582276,98.74159638,98.81139104
4932,0,30.75923929,87.74232979,99.31885909,97.75345132,99.42063627,98.86959612,98.87911013
4933,0.000612685,29.88064896,90.40092898,99.51286262,98.66544734,99.47280934,98.91272461,99.17164984
4934,0,31.13481521,88.04345162,98.78063614,97.76619418,99.21801063,98.4731889,98.78315609
4935,0,30.30340163,85.89903435,98.11044213,96.39360214,99.23317722,98.6927026,98.67537496
4936,0,32.58932948,85.4247647,98.56402728,97.27053803,99.37695649,98.79975002,98.84305097
4937,0.001838055,29.7476963,89.21613077,99.57489509,98.15272062,99.58382878,98.75565334,98.96762572
4938,0,28.67182139,86.87202054,99.62962963,98.16578483,99.56441554,98.9480198,98.96956362
4939,0.009190275,30.99512303,89.15169295,99.72146202,98.35086115,99.70576816,99.03434788,98.96088619
4940,0.000612685,30.17044898,86.52092932,99.30051688,97.92775492,99.51225445,98.65515636,98.94939494
4941,0.00245074,31.42829134,87.18860775,98.67177522,96.90993128,99.37877648,98.87605427,98.87511028
4942,0.00122537,26.94772571,84.94316098,98.58480813,96.8986435,99.22165061,98.73174199,98.72081653
4943,0.00735222,28.77659053,87.11645917,99.48184638,97.96250572,98.85643913,98.82532698,99.1446917
4944,0.000612685,25.2291442,81.34274539,99.1518843,97.2383385,98.86311243,98.71029801,99.05512773
4945,0.00367611,28.0205372,84.83070529,99.3091285,98.30940405,98.96624524,98.32844396,98.43765317
4946,0.00245074,30.31565533,86.58587393,99.28358572,97.89239445,99.70030819,98.54548574,98.43112089
4947,0.000612685,31.33087442,89.52817504,99.68983762,98.53554704,99.77371448,99.22197775,99.21453779
4948,0.000612685,29.09028527,91.20339812,99.81678759,98.72336534,99.73913466,98.97436526,99.27698325
4949,0.00245074,33.5543084,92.60182825,99.94648179,99.08245694,99.69242156,99.18958563,99.19125576
4950,0.00245074,31.95642584,88.30521941,99.33832026,98.27342942,99.48367086,99.09506421,98.93778267
4951,0.000612685,31.86574846,88.27893901,99.72146202,98.80384088,99.54500231,98.96517498,98.80281345
4952,0,31.0986668,85.17424762,99.38423645,98.40329218,99.39818972,98.82899401,98.51424031
4953,0,27.27428683,86.9190808,99.62415618,98.43094326,99.5516756,98.90206842,98.91187139
4954,0,25.32411038,84.21708838,99.61199295,97.8600823,99.64085515,98.93533798,98.93289329
4955,0,24.6685374,85.90211744,99.3960956,98.21856424,99.46734937,98.86163121,98.56080286
4956,0,20.02867366,75.55433321,97.22208741,95.15903424,98.93773205,98.41034103,98.43417675
4957,0.000612685,20.46122929,75.4510451,98.13416043,96.36457857,99.05663811,98.39476522,98.33043329
4958,0,17.39719145,74.09383884,97.47004804,94.89224204,99.07301803,98.06686224,98.03141425
4959,0.009190275,20.90603862,71.61960641,94.98874901,93.8460135,98.5785872,98.20054406,97.72938928
4960,0.003063425,7.435545535,62.60420486,94.68805358,95.23914037,99.22763486,98.86872021,98.98423176
4961,0,6.414199588,54.41378296,91.77643982,93.42905045,99.28899027,99.01602784,99.03930987
4962,0,7.169027546,50.93814937,89.79322508,91.77948063,99.08090466,99.05207187,98.7807114
4963,0,3.874620135,40.60567168,78.84327677,81.81679622,96.73554321,97.27048819,97.22637487
4964,0,2.052494853,41.29309556,72.8911999,75.45946603,92.28566575,88.33883388,90.13812492
4965,0,3.908930497,56.64990093,88.70538028,88.19448255,97.97192361,97.97591831,97.82228319
4966,0.000612685,3.439001078,50.95342868,86.66788599,88.62246609,98.27828872,97.00831194,97.14460335
4967,0,11.21152338,70.1563786,96.38713611,94.5526972,98.85886578,98.37098003,98.87639079
4968,0.00122537,16.40586707,80.95778083,97.22070182,95.53055937,98.81033269,97.87006478,97.99779978
4969,0.003063425,12.08276149,62.62254003,90.69532084,87.99756135,96.56267105,94.25453437,93.67596403
4970,0.014091756,15.06898833,68.20545649,91.95183661,91.19807821,97.52177922,92.68793546,93.58452512
4971,0.00122537,12.66481227,61.31809175,90.01005944,91.14037494,97.69346502,89.93019357,90.87151349
4972,0.003063425,13.42025292,65.25669234,89.66611932,87.55433623,96.53655755,93.09130913,93.14570346
4973,0.00367611,13.49928929,61.7741198,90.37768633,86.09195402,96.68519013,94.5733882,94.80566987
4974,0.00122537,12.61273405,63.51653711,92.22374638,88.92242036,97.13048121,96.09216477,96.42280895
4975,0,11.88057543,65.50299474,93.41868618,90.18320378,97.87061079,98.67093431,98.73677793
4976,0.001838055,12.19427017,65.14982472,92.96965274,90.43361917,98.01621005,97.59809314,97.46852463
4977,0.001838055,10.77774238,60.81633897,89.91921963,88.12802926,97.16324104,95.33851547,95.71223899
4978,0.00245074,10.45424468,55.90942428,85.81862521,82.35390947,94.474508,93.61875076,93.52218555
4979,0.00490148,9.909567689,58.83371437,86.70324646,83.01039956,95.32384601,94.86541686,94.7422649
4980,0.010415646,10.8138908,55.48605396,85.1912668,81.76619418,94.93739232,93.7874343,94.20425376
4981,0.003063425,8.075801392,51.80356925,81.90397805,80.82670325,92.82680968,93.18518519,93.60829142
4982,0.00857759,9.389398098,47.28486511,77.93994818,77.01696771,91.14938484,91.44053294,91.91296907
4983,0.003063425,8.208141359,47.99329371,77.14921506,78.06127115,93.19869446,92.10730072,92.64502362
4984,0.006739535,8.976448387,47.93301552,77.80879402,79.60554793,93.10769492,90.89414497,91.79012346
4985,0.00735222,10.87270856,53.3156531,79.43971955,79.30973667,90.9267393,90.06858711,90.7306813
4986,0.000612685,10.90946966,57.59853681,83.23792105,82.03017833,93.7829115,93.22821171,93.84182863
4987,0.011028331,11.15944515,57.14399218,83.14830056,82.22770919,94.02436361,92.61088249,93.48574912
4988,0.00367611,11.4400549,59.17512574,87.99489144,85.17849541,95.92928729,95.45348979,93.9701748
4989,0.00245074,19.67699245,75.19829294,95.09891785,92.56089011,98.35735571,97.76924249,97.03703704
4990,0.004288795,29.11908146,86.04877154,98.7934766,97.53025453,99.22832391,98.57352402,98.52585259
4991,0.00735222,27.42562004,87.75796373,98.28440786,97.00541264,99.29505691,98.7422649,98.55326932
4992,0.00490148,33.33619253,88.77061424,99.33892842,98.40573083,99.42973622,99.00256692,98.95672901
4993,0.00612685,35.12094403,90.18762987,99.49154092,98.64715745,99.42912956,98.99344612,98.75933547
4994,0.009190275,38.36388589,92.31763451,99.73174821,98.78002798,99.63114854,98.95367315,98.98300941
4995,0.00735222,39.08134006,94.03871361,99.90184423,99.26962353,99.57472882,98.95869532,99.02701381
4996,0.017767866,35.02720322,90.69490282,99.71406798,98.76177412,99.45096945,98.93411563,99.10623381
4997,0.00367611,32.51580727,88.86328304,99.61381743,98.34823329,99.2968769,98.72275568,98.7037037
4998,0.001838055,32.81173414,89.36442615,99.59518366,98.3301326,99.36118324,98.91883633,99.00015242
4999,0.014704441,32.43248211,86.24434666,98.99283646,98.06858711,99.48853616,98.84529797,98.84182863
5000,0,34.56094991,90.89163237,99.47142204,98.70157514,99.45885608,98.77521085,98.87517147
5001,0.000612685,32.23444567,88.47309861,99.5384054,98.44413961,99.28292363,98.64776711,98.81615939
5002,0.003063425,33.75833252,90.35753575,99.86282579,99.25438195,99.40910966,99.02029092,99.18305136
5003,0,34.29198118,92.90961744,99.86343545,98.94119078,99.35814992,98.91418991,98.8247158
5004,0,31.16054799,91.72443225,99.58908703,98.61789361,99.27625033,99.0801858,98.89650968
5005,0.00490148,33.251642,93.45251192,99.77011494,99.01112635,99.46552937,99.13062033,99.12174551
5006,0,33.88883443,91.92684042,99.63603109,98.74475461,99.37028319,98.91089109,98.9324798
5007,0,35.64295167,92.9035208,99.90672154,98.78677031,99.40546968,99.05197378,98.95428432
5008,0,34.0659004,91.37208165,99.72016461,98.52766347,99.26715038,99.16574991,98.96540162
5009,0,36.05651407,93.28151196,99.91546555,99.23979809,99.50374019,99.00259107,98.86321966
5010,0,33.1205274,93.24737083,99.87989636,98.90321597,99.60081536,99.32159883,99.12086572
5011,0.000612685,34.63876091,92.83094976,99.72382259,98.76787075,99.29748356,98.93796677,98.55457768
5012,0.00367611,35.76303794,91.62688615,99.84758421,98.80192179,99.56562887,98.8754431,98.85322359
5013,0.00122537,34.30546025,90.39536656,99.88688196,98.98064319,99.64024849,99.25925926,99.06001711
5014,0.001838055,35.24715714,91.8640753,99.72077427,99.03429355,99.6384285,99.11991199,98.89833867
5015,0,30.54418684,89.54671544,99.83965859,98.73867299,99.62386857,98.72092669,98.61997311
5016,0,30.5417361,90.73129096,99.69821674,98.5569273,99.46128273,98.53929837,98.46121018
5017,0.004288795,33.71176845,93.27527197,99.92945326,98.95320835,99.38423645,99.08733425,99.07224056
5018,0.00612685,34.18659935,92.82792257,99.9073312,98.98619473,99.54378898,98.974453,99.14037494
5019,0,37.14035389,94.3069654,99.93354672,98.97454656,99.51284913,98.74775187,98.93656032
5020,0.014091756,40.49357906,94.6369637,99.83661027,99.10501448,99.66064587,99.08935338,99.1775644
5021,0.009190275,37.97850701,94.82578875,99.91181658,99.23675728,99.67058167,99.16841945,99.1571935
5022,0.009190275,40.11739045,92.84438348,99.5067825,98.10882487,99.50314252,98.83571691,98.80201189
5023,0,33.33557985,87.12504584,97.76131687,95.64761469,98.72661312,98.01554641,98.07419631
5024,0.012253701,32.55685717,87.78722756,97.66194178,95.70516329,98.94804533,98.5716905,98.50510593
5025,0,29.72502696,80.96570645,96.24460257,94.86358787,98.63015361,98.04846822,97.70138125
5026,0.004288795,34.21233212,90.90086786,99.62383783,98.74409389,99.60384867,99.01540154,99.00502972
5027,0.00735222,35.58413391,90.32647462,99.39399482,98.30262118,99.39758305,98.99344612,99.07712994
5028,0.018380551,42.51543966,92.87242798,98.4526749,97.64182289,99.5001092,98.90111233,99.10196616
5029,0.011641016,27.6278061,82.04620462,96.19534148,93.81313824,97.87061079,98.13260174,98.00207799
5030,0.000612685,22.8880747,78.6032617,96.18228929,92.63090677,96.56206288,97.62376238,97.14067977
5031,0.00612685,22.13140869,78.62520957,96.36701722,92.63831733,95.90562741,97.45831428,97.04314876
5032,0.00367611,23.15765611,75.37892678,94.64654778,90.97271757,95.04841175,96.59699303,96.59929889
5033,0.00612685,26.15797471,79.29583905,95.21863407,92.44420118,97.28275377,97.70400854,97.7001589
5034,0,24.57969807,79.8146624,94.94223442,91.70675202,97.49811934,96.45703459,96.76329828
5035,0.00367611,24.19125576,77.33956729,94.28989483,90.18869075,97.01764178,96.77000457,96.79745752
5036,0.006739535,24.86459661,78.57521719,96.1688767,92.37304628,98.11812953,97.24239091,97.07422649
5037,0.005514165,28.5897216,87.0848956,98.72955057,96.44200579,99.26897037,98.39048925,98.37550422
5038,0.012866386,33.72953632,92.52780834,99.64395671,98.37585734,99.60688199,98.89866764,98.79164761
5039,0.00245074,35.11052838,93.58573388,99.79027587,98.56717144,99.47705598,99.10257583,98.87483193
5040,0.001838055,38.07960004,95.41960067,99.93293705,98.96966926,99.72936812,99.29531842,99.31229995
5041,0.00367611,39.54452995,95.03483682,99.95073892,99.1196464,99.62144192,98.9971041,99.17858453
5042,0,37.78980002,93.34735559,99.83965859,98.90530925,99.57594215,99.04779367,99.09830818
5043,0.006739535,38.6665523,95.33241884,99.97317482,99.46593507,99.56623553,99.15378753,99.3002078
5044,0.011028331,38.94777473,94.70235912,99.97073617,99.44154854,99.70940814,99.04107077,99.3677793
5045,0.012834617,36.1778257,92.21155312,99.85002286,98.7338077,99.66451503,99.3214449,99.24825816
5046,0,34.60996471,90.53436976,99.92397981,98.74592288,99.57412216,99.15230412,99.10257583
5047,0.003063425,31.68990785,90.65945483,99.81222375,98.65691206,99.63418185,99.05136412,99.22197775
5048,0.00857759,32.37917851,92.46822131,99.92013413,99.16560238,99.68150161,99.20364259,99.17573541
5049,0,35.37030683,92.6139308,99.94513032,99.03002591,99.59778204,99.30864198,99.19141914
5050,0.005514165,33.251642,90.1760176,99.87471873,98.75445816,99.56273186,98.95122846,99.11598842
5051,0.00980296,31.48282031,89.69913123,99.91281817,98.89557867,99.6966682,99.19768328,99.38027136
5052,0,26.53416332,86.31428136,99.86526444,98.70263679,99.47402266,99.05390539,99.03612254
5053,0.000612685,26.32891383,85.41498594,99.53299802,98.23136717,99.42002961,98.50327694,98.97934238
5054,0.00367611,25.9741692,87.38850785,99.86073101,98.74475461,99.31083016,98.58819215,98.80262155
5055,0.001838055,30.72737967,88.85108977,99.9122085,99.0086877,99.36482322,98.75567749,98.63036304
5056,0,28.37834526,86.29690747,99.37265661,98.00762079,99.62326191,99.17125046,99.05746075
5057,0,29.28634448,87.27389118,98.97454656,97.52964787,99.43398287,98.96296296,98.97078597
5058,0.00122537,30.33158514,91.18670934,99.80417199,98.89955799,99.74459463,99.25192519,99.35375705
5059,0.00612685,30.83276149,90.62339567,99.84697455,98.83127572,99.65784173,99.15195854,99.08751986
5060,0.00367611,33.23142339,91.53421734,99.78235025,98.87490117,99.52624217,99.19569735,99.11903673
5061,0,33.93539849,92.01768023,99.84636488,99.02575827,99.51406246,99.47072485,99.27576091
5062,0.001838055,33.12604156,89.50006112,99.58462568,98.50754458,99.47705598,99.11111111,98.82700808
5063,0.00490148,28.96162141,90.43011736,99.32571254,98.10496868,99.36421655,98.93533798,98.83877277
5064,0.000612685,26.3956965,91.24889499,99.65127267,98.37707667,99.39030309,99.25986892,99.11415943
5065,0.000612685,22.94260367,83.70859308,97.67108672,95.70675202,99.04207819,98.63953062,98.25815915
5066,0.00612685,24.0178659,86.35573845,99.18506355,97.66465973,99.41699629,99.09099223,98.92211553
5067,0,25.15072052,85.26261241,98.2258802,96.49138851,99.19859739,98.49407163,98.69881433
5068,0.000612685,22.17613469,84.30570835,98.76238378,96.75720165,99.24773714,99.13427831,99.05563176
5069,0.001838055,23.87327223,86.35756744,99.43789057,98.19132762,99.27503701,99.08140814,99.11074441
5070,0,10.02107637,70.80932785,98.11348294,97.11995123,99.51833607,99.3909465,99.34095412
5071,0,8.298818743,64.07101821,96.52309099,95.97988112,99.08818462,99.36315854,99.26537098
5072,0,10.55533771,61.89239445,93.42234415,93.24636623,99.18403747,99.54945892,99.18609968
5073,0,6.192407607,52.14388051,87.5415333,90.21368694,97.56485234,97.92079208,98.1316465
5074,0,1.319723557,37.59000152,70.82770784,72.33735349,88.12698682,79.46831193,80.91669934
5075,0,0.448485443,34.73372961,72.02011888,71.57027306,89.19956806,77.70199242,77.1653832
5076,0,2.364351534,48.08641975,85.08581009,85.3572949,96.72765658,90.14128517,90.81033722
5077,0,12.9503235,79.78783722,98.11553117,96.79196292,99.0536048,92.62742941,92.65921037
5078,0,14.34602,82.04115226,97.79845527,96.88803746,99.35693659,93.10239192,94.24014802
5079,0.00245074,18.21267523,73.67864564,94.68495656,94.53566867,98.58298364,89.36499205,88.97506417
5080,0.007964905,17.73416822,68.02560585,92.26520348,92.70608362,97.64371861,94.42456622,94.75786688
5081,0,11.83033526,62.89590002,92.5511355,90.80094873,97.41621976,96.30363036,96.18506295
5082,0.00490148,15.5903833,66.39225034,92.45149912,90.68478988,97.95129705,96.78585433,96.70559259
5083,0.00122537,15.68473679,68.17253467,94.14113702,92.07515349,98.51428086,98.15853808,98.16342745
5084,0.00367611,18.36890991,73.12117055,95.46349642,93.47321048,98.45968114,98.11905696,98.43887854
5085,0,22.52230174,80.12651265,97.79789666,96.03782765,99.00871169,99.09485393,99.18102921
5086,0,23.93944221,79.28913275,97.61114152,95.82494115,99.05603145,98.26487599,98.22443878
5087,0,18.07604647,76.20911446,96.86937967,95.63948185,99.0536048,98.35044616,98.51912969
5088,0,19.54465249,78.26060384,98.10211858,96.26223925,99.11730447,98.21708656,98.31634154
5089,0,18.54229977,74.38987959,94.78250267,93.11679487,98.68454662,97.45569001,97.72338345
5090,0.004288795,21.57937947,74.6776406,95.85416287,94.37754668,98.92923876,98.07861974,97.75022057
5091,0,17.97740418,68.85160738,94.51242189,92.5086663,97.81783106,97.38479403,97.30656399
5092,0,13.60650917,63.54519128,90.68983387,89.62180592,97.46960615,96.61001372,96.80546025
5093,0,12.20591119,57.2065234,87.46532541,87.16900809,97.17658764,96.5163183,96.59821538
5094,0,10.76365062,53.95122846,85.81219972,85.47953536,96.20774588,95.52678659,95.51759631
5095,0.00367611,11.33160965,54.95625667,83.33180918,82.53779514,94.8427528,93.68781323,94.7359736
5096,0.000612685,11.44924517,49.93080323,79.73967383,80.07358754,94.73598,93.7787962,93.71568964
5097,0,9.655916087,53.02958074,84.45237007,82.72517181,96.119173,95.06722895,94.889989
5098,0.00367611,12.3198706,59.41594269,87.95900991,85.66939261,96.34667184,95.32888932,95.13405548
5099,0.00122537,16.15466621,61.52476757,89.07422649,85.5342699,95.82071398,95.92042538,95.787801
5100,0.000612685,29.04494657,84.81420364,98.05578418,96.86979262,99.37452984,98.43826586,98.24894618
5101,0.003063425,33.93968729,91.84758421,99.14891023,98.27222209,99.22711058,98.9414497,98.79904657
5102,0.00245074,35.40890599,93.24249352,99.83153926,99.41859758,99.64570846,99.28132046,99.18880502
5103,0.005514165,37.18630526,93.2679379,99.71772596,99.13641063,99.68938824,99.48783767,99.33504462
5104,0.003063425,37.45588668,93.11263527,99.70675202,99.18525079,99.67543498,99.3082786,99.07178218
5105,0.013479071,40.29813254,95.17878372,99.8609968,99.31581828,99.63721517,99.32159883,99.45287227
5106,0,38.46559161,94.05696125,99.65127267,99.15404731,99.64570846,99.44429468,99.46889133
5107,0.011641016,36.29975002,93.12117055,99.62841331,98.84794584,99.55956223,99.38332722,99.25007352
5108,0.005514165,34.83420743,94.55936595,99.92257278,99.04761905,99.6250819,99.38118812,99.27576091
5109,0.009190275,37.38175179,90.57633541,99.91098918,99.04761905,99.66855197,99.25498105,99.24884815
5110,0,39.90478875,94.4990093,99.90916019,99.34177,99.69909486,99.13305068,99.21892189
5111,0.00612685,38.2636597,92.77000457,99.89661254,99.18323907,99.49100925,98.8137147,99.04359867
5112,0.00122537,35.84268699,91.26145948,99.8311233,99.16621055,99.57108884,98.92473777,99.04290429
5113,0.000612685,36.33528576,91.95915257,99.89269928,99.26654372,99.60991531,99.53061973,99.34810313
5114,0.003063425,34.44208901,91.62078951,99.93354672,99.11694946,99.56805552,99.57540927,99.40044004
5115,0.001838055,34.02423782,91.15083731,99.89053093,98.98254576,99.53044238,99.41877521,99.34442702
5116,0.001222344,39.01700814,92.46761164,99.90245389,99.3217501,99.65602174,99.32298304,99.36376971
5117,0.009190275,35.02720322,92.73708276,99.71467764,98.90166028,99.52983572,99.29104022,99.19431918
5118,0,33.0672238,90.26708226,99.69699741,98.48811044,99.21922396,99.1201843,99.15108177
5119,0,37.69973532,94.38744094,99.95438789,99.25805043,99.63631941,99.12174551,99.09996569
5120,0.004288795,37.9135624,96.22435604,99.98171011,99.20270024,99.69242156,99.332786,99.1724728
5121,0.006739535,38.40432311,95.3587581,99.94269166,99.32007541,99.52073576,99.28126146,99.10057837
5122,0.00367611,37.75058818,93.33272367,99.91952446,98.87767235,99.7433813,99.32175767,99.10402151
5123,0.000612685,36.76906676,91.27937814,99.93796752,99.17350848,99.65784173,99.19141914,99.2837712
5124,0,33.95622978,92.32673267,99.86831276,98.96369276,99.65359509,99.19064307,99.11013324
5125,0.00490148,34.72943829,92.08413352,99.93964335,99.04450484,99.67361499,99.20425376,99.06871875
5126,0.000612685,33.48507499,90.93126048,99.7152873,98.84327677,99.60324201,99.03624645,98.95550666
5127,0,33.62292912,92.58159149,99.93918385,99.09748829,99.60384867,99.46400196,99.36342025
5128,0.003063425,37.07786001,94.89711934,99.94634964,99.41214298,99.8082943,99.46083717,99.52267449
5129,0.012253701,39.13525635,95.38667886,99.93232739,99.34987533,99.81860759,99.06735118,99.13550142
5130,0.012253701,41.21409666,95.59711527,99.63176345,98.8682114,99.77315575,98.77646799,98.89805647
5131,0.010415646,43.06746888,96.14875781,99.85586572,99.22407726,99.80586765,99.32221,99.40324478
5132,0.021443976,39.75406823,95.92440177,99.63054412,98.73928115,99.38605644,98.587761,98.5784134
5133,0.011028331,34.20252916,93.01919081,99.05075446,97.0376452,99.37392317,98.45251192,98.47196353
5134,0.005514165,31.18566807,86.61545496,97.93750953,96.2690189,99.06391808,98.29918635,98.20376482
5135,0.005514165,38.53788844,93.37296144,99.49705042,98.33667822,99.3684632,98.96100721,98.74889717
5136,0.001838055,40.64675032,94.78975675,99.85368084,99.05126802,99.44975612,99.43265366,99.2562034
5137,0,28.55970003,83.72016461,98.24295077,96.78589628,98.85583246,98.81493705,98.97313989
5138,0.018993236,36.15883247,93.20591373,99.78235025,98.88463176,99.57351549,99.47125282,99.4432221
5139,0.00367611,27.19892658,82.19777533,97.19029374,95.10186706,98.815186,98.15242635,97.97446329
5140,0.00122537,18.3774875,70.55753696,93.52476757,91.2100512,97.02061668,96.44765219,96.62205109
5141,0,16.48919224,69.23822588,92.51699436,89.47758925,94.49088791,96.68805769,97.06094991
5142,0.000612685,14.15179884,66.24862486,91.73601585,88.48324515,94.6643937,96.84160867,96.49187141
5143,0,19.0201941,75.43179393,95.30012771,92.9997088,97.35616006,98.00574502,97.94015293
5144,0.007964905,20.28538869,79.04709648,95.98780674,93.28042328,98.00165012,97.68037447,97.96112945
5145,0,19.43804529,74.56301186,95.76649901,92.32135255,97.95675702,97.95073952,98.02470346
5146,0.000612685,24.90932262,82.17710715,98.40024387,96.06639326,99.00810503,98.78075679,98.70492605
5147,0.000612685,28.24845603,85.81313824,99.11147601,97.89636928,99.33570337,99.12052316,98.99335849
5148,0.00367611,33.13768258,89.53612028,99.58908703,98.85422368,99.61901526,99.48656994,99.40655177
5149,0.00490148,29.03024213,84.35055632,98.28257888,97.27911379,99.46795603,99.2782056,99.23230566
5150,0.001838055,24.22985492,86.10272824,99.58116141,98.09767074,99.48610351,99.35790609,99.26292629
5151,0.00122537,27.88880992,83.67192275,99.14310041,98.11530743,99.20163071,99.05940594,99.15388197
5152,0,26.90790119,83.768328,99.19341564,98.21640904,99.35208328,99.2225027,99.20303141
5153,0,26.36077345,83.82502667,99.86282579,98.59028158,99.53529569,99.33382227,99.20044603
5154,0.003063425,24.4516469,82.34629018,99.2586496,97.90731618,99.50374918,99.09016273,99.02640264
5155,0,26.69162337,85.54061881,99.5531169,98.33713509,99.58989541,99.36743674,99.27764435
5156,0.004288795,23.3138908,80.21155312,99.19783494,97.63121085,99.39576306,98.93637879,98.77337734
5157,0,25.73889815,82.71910524,98.79103795,97.49984796,99.38666311,99.03129202,99.22985492
5158,0,23.8132291,86.47157446,99.51409846,98.092043,99.43640952,99.14898049,99.27209388
5159,0.00367611,25.00061269,86.40938881,99.18488035,97.9529283,99.36057657,99.06735118,99.00254877
5160,0.007964905,27.95252916,88.47512529,99.37176914,98.23329076,99.54266253,99.35606803,99.23909058
5161,0,21.23627586,86.07834172,99.24950465,97.71833823,99.50981582,99.18836328,99.30644055
5162,0,24.59256445,87.7152873,99.76406036,98.54284498,99.46916936,99.26416528,99.24397995
5163,0.000612685,24.17593863,85.49382716,99.10074684,97.55093353,99.06270475,98.59980442,98.96088619
5164,0,20.56783649,82.28684652,99.05370066,97.58062559,99.28959693,99.10976865,99.12357902
5165,0.001838055,23.63003627,87.65371132,99.21048621,98.14693183,99.3017302,99.08874221,99.20228409
5166,0,25.96926772,90.35386872,99.83173297,98.80678708,99.64570846,99.30153906,99.44750031
5167,0.00122537,28.08303108,90.73738759,99.53055937,98.42146133,99.57230217,99.20914314,99.40937163
5168,0,27.64863739,91.92927907,99.61016846,98.75326887,99.6899949,99.30031369,99.43466569
5169,0.006739535,26.99490246,92.78877888,99.93720469,99.31460196,99.7634012,99.47989243,99.47370356
5170,0,26.98203607,91.36473099,99.68846212,99.10153122,99.55543392,99.2182139,99.23603471
5171,0,27.24426527,90.3368389,99.78600823,98.87794198,99.64085515,99.57173316,99.52026762
5172,0.001838055,20.30315655,86.5823249,99.66611932,98.66751809,99.52740906,99.36804792,99.20792079
5173,0,15.97331144,85.77655845,99.23121475,98.24856221,99.39030309,99.23414371,99.17042447
5174,0.000612685,17.75193608,85.21444902,97.85398567,96.69646658,99.31750346,99.06368415,99.02701381
5175,0,14.36072444,80.32086542,99.16841945,97.41652983,99.28292363,99.04298598,99.09628958
5176,0,17.02835506,78.73860692,98.6231223,96.87689582,99.36421655,99.25436988,99.09974331
5177,0,23.74828448,87.8542905,99.28913275,98.13051146,99.42427625,99.24517204,99.35851877
5178,0.005514165,20.69895108,83.76298741,98.21246761,96.53895275,99.57472882,99.39616184,99.44933382
5179,0.000612685,12.89089305,70.67215364,95.10745313,93.05248853,98.1387561,98.4774777,98.53507009
5180,0,5.66304774,69.12604786,98.73988931,96.607675,99.29088366,99.57645765,99.38760543
5181,0,9.954906382,65.3190319,97.00899253,95.96241562,99.12640443,99.61278306,99.56805705
5182,0,7.691647878,62.42889803,97.14738607,94.79300638,99.37028319,99.55384427,99.31304242
5183,0.000612685,2.925571022,45.78021643,83.00381039,86.12966004,96.33089859,96.95618077,96.8893981
5184,0,0.98764827,29.39846584,68.39201341,80.34324036,90.35942346,38.43784378,41.89218922
5185,0.000611172,17.33837369,80.14362547,98.43072702,98.00401387,99.30426321,66.84346898,75.07696997
5186,0,8.409714734,66.74673023,95.19734842,95.49824722,99.02572523,88.65053172,89.95844029
5187,0,7.449024605,59.28830507,91.18061271,90.4526749,97.4034446,94.93369913,94.98613016
5188,0,14.40116165,64.05757242,91.60981558,90.64100225,97.76439822,96.22234446,96.30974209
5189,0.00122537,13.62795314,59.52450801,88.95839049,86.32769395,95.50994344,94.54473403,94.34781283
5190,0,15.78460445,66.61663072,92.2605364,89.92348727,96.80715198,96.61166117,96.71739396
